名称,発生場所,発生年月日,当事者種別,事故内容,事故類型,所轄警察署,経度,緯度
全事故,鳥取市滝山,2015/2/10,軽貨物×普通乗用,軽傷事故,車両相互,鳥取署,134.2718448,35.5009535
全事故,倉吉市小田,2015/2/13,軽乗用×軽貨物,重傷事故,車両相互,倉吉署,133.8397306,35.45044141
全事故,米子市宗像,2015/2/13,普通乗用×軽貨物×軽貨物,軽傷事故,車両相互,米子署,133.3614391,35.41245541
全事故,米子市西町,2015/2/15,軽乗用×歩行者,軽傷事故,人対車両,米子署,133.3269023,35.42878781
全事故,倉吉市八屋,2015/2/16,大型貨物×普通乗用,軽傷事故,車両相互,倉吉署,133.8491506,35.44448619
全事故,鳥取市気高町浜村,2015/2/17,普通乗用×普通乗用,軽傷事故,車両相互,浜村署,134.0552625,35.51830143
全事故,米子市昭和町,2015/2/21,軽乗用×軽乗用,軽傷事故,車両相互,米子署,133.3430423,35.42595353
全事故,米子市車尾六丁目,2015/2/21,軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.3618949,35.4319878
全事故,倉吉市米田町2丁目,2015/2/22,対象外当事者×普通乗用,軽傷事故,車両相互,倉吉署,133.8460765,35.42635345
全事故,米子市陰田町,2015/2/22,軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.3215653,35.41144819
全事故,鳥取市湖山町東2丁目,2015/2/24,軽乗用×歩行者,重傷事故,人対車両,鳥取署,134.1862644,35.51728378
全事故,米子市夜見町,2015/2/24,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.305459,35.46660005
全事故,米子市西福原,2015/2/24,軽乗用×軽乗用,軽傷事故,車両相互,米子署,133.3396728,35.43772228
全事故,米子市上福原5丁目,2015/2/24,軽貨物×軽乗用,軽傷事故,車両相互,米子署,133.3564333,35.45049547
全事故,境港市上道町,2015/2/24,普通乗用×普通乗用,軽傷事故,車両相互,境港署,133.2321508,35.53915381
全事故,鳥取市桜谷,2015/2/25,軽乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.2544208,35.47207924
全事故,鳥取市高住,2015/2/25,普通貨物×大型貨物,軽傷事故,車両相互,鳥取署,134.1604381,35.49757464
全事故,鳥取市青葉町３丁目,2015/2/25,軽貨物×軽貨物×普通乗用,軽傷事故,車両相互,鳥取署,134.223545,35.5155622
全事故,西伯郡伯耆町溝口,2015/2/25,軽貨物×軽貨物,軽傷事故,車両相互,黒坂署,133.4361274,35.33919576
全事故,日野郡江府町大字江尾,2015/3/15,普通乗用×物件等,軽傷事故,車両単独,高速隊,133.5117542,35.29702773
全事故,西伯郡大山町塩津,2015/3/15,普通乗用×普通乗用,軽傷事故,車両相互,八橋署,133.5713138,35.5222898
全事故,米子市古豊千,2015/3/16,普通乗用×普通乗用,軽傷事故,車両相互,高速隊,133.3755199,35.42074507
全事故,倉吉市八幡町,2015/3/16,軽乗用×軽貨物,軽傷事故,車両相互,倉吉署,133.8119889,35.4230764
全事故,西伯郡大山町赤松,2015/3/16,普通貨物×普通乗用,重傷事故,車両相互,八橋署,133.4799475,35.40835338
全事故,米子市明治町,2015/3/16,軽乗用×自転車,軽傷事故,車両相互,米子署,133.3340713,35.42448546
全事故,鳥取市千代水２丁目,2015/2/23,普通乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.2016103,35.51668665
全事故,倉吉市西倉吉町,2015/2/23,軽乗用×軽乗用×普通乗用,軽傷事故,車両相互,倉吉署,133.8034429,35.42827865
全事故,東伯郡北栄町西園,2015/2/23,普通乗用×自転車,重傷事故,車両相互,倉吉署,133.7661368,35.48982148
全事故,鳥取市若葉台南３丁目,2015/3/1,普通乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.2672399,35.44928555
全事故,鳥取市青谷町青谷,2015/3/1,普通乗用×普通乗用,軽傷事故,車両相互,浜村署,134.0067574,35.5121107
全事故,鳥取市材木町,2015/3/4,軽貨物×軽乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.231642,35.50869259
全事故,鳥取市湯所町2丁目,2015/3/4,普通乗用×自転車,軽傷事故,車両相互,鳥取署,134.2293839,35.51086907
全事故,米子市西福原三丁目,2015/3/4,普通乗用×軽乗用×軽乗用,軽傷事故,車両相互,米子署,133.3444477,35.44136112
全事故,境港市京町,2015/3/4,普通乗用×軽乗用,軽傷事故,車両相互,境港署,133.2268987,35.54542235
全事故,鳥取市吉方町2丁目,2015/3/3,軽乗用×軽乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.2386663,35.49242566
全事故,鳥取市湯所町２丁目,2015/3/3,軽乗用×普通乗用,重傷事故,車両相互,鳥取署,134.2293669,35.5108448
全事故,鳥取市職人町,2015/3/3,普通乗用×自転車,重傷事故,車両相互,鳥取署,134.2337064,35.49916947
全事故,岩美郡岩美町浦富,2015/3/2,軽乗用×自動二輪,軽傷事故,車両相互,鳥取署,134.3265851,35.58335934
全事故,米子市内町,2015/3/2,軽乗用×軽乗用,軽傷事故,車両相互,米子署,133.3227932,35.43205835
全事故,鳥取市美萩野1丁目,2015/3/5,軽乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.1387885,35.52384522
全事故,鳥取市南隈,2015/3/5,軽乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.1990513,35.52080656
全事故,鳥取市商栄町,2015/3/10,軽貨物×普通乗用,軽傷事故,車両相互,鳥取署,134.2092229,35.51617428
全事故,鳥取市里仁,2015/3/10,軽乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.1862777,35.5021062
全事故,鳥取市福部町箭溪,2015/3/10,軽乗用×普通乗用,重傷事故,車両相互,鳥取署,134.2872448,35.53738605
全事故,鳥取市青谷町善田,2015/3/10,中型貨物×普通乗用×普通貨物,軽傷事故,車両相互,浜村署,133.9989085,35.51297114
全事故,鳥取市蔵田,2015/3/11,中型貨物×普通乗用,軽傷事故,車両相互,鳥取署,134.2227048,35.45722916
全事故,米子市車尾三丁目,2015/3/11,普通乗用×原付,軽傷事故,車両相互,米子署,133.3558517,35.43544973
全事故,鳥取市湖山町西１丁目,2015/3/8,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.1707582,35.52297714
全事故,岩美郡岩美町浦富,2015/3/7,軽乗用×歩行者,軽傷事故,人対車両,鳥取署,134.3331517,35.57364577
全事故,米子市東倉吉町,2015/3/7,軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.3306732,35.42962003
全事故,米子市兼久,2015/3/7,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.3630442,35.40811924
全事故,米子市西福六丁目,2015/3/7,軽乗用×軽乗用,軽傷事故,車両相互,米子署,133.3380414,35.4494469
全事故,境港市日ノ出町,2015/3/7,普通乗用×軽貨物×歩行者,重傷事故,車両相互,境港署,133.2306115,35.54441962
全事故,鳥取市吉成南町2丁目,2015/3/6,軽乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.2142501,35.47865266
全事故,鳥取市卯垣４丁目,2015/3/6,軽貨物×普通乗用,軽傷事故,車両相互,鳥取署,134.2533834,35.48818297
全事故,鳥取市富安1丁目,2015/3/14,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.2258264,35.49045425
全事故,鳥取市賀露町西３丁目,2015/3/9,大型乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.1825087,35.53683317
全事故,米子市福市,2015/3/9,軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.3650865,35.40666621
全事故,鳥取市今町２丁目,2015/3/19,普通乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.2245704,35.49655056
全事故,鳥取市気高町八束水,2015/3/19,普通乗用×軽貨物×普通乗用,軽傷事故,車両相互,浜村署,134.027284,35.51841616
全事故,鳥取市伏野,2015/3/21,軽乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.1242961,35.5262794
全事故,鳥取市今町2丁目,2015/3/21,普通乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.2261569,35.49636508
全事故,鳥取市富安1丁目,2015/3/23,普通乗用×歩行者×歩行者,軽傷事故,人対車両,鳥取署,134.2263718,35.48949577
全事故,米子市花園町,2015/3/23,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.3191673,35.43512827
全事故,鳥取市国安,2015/3/28,軽乗用×軽貨物,軽傷事故,車両相互,鳥取署,134.2155886,35.46768884
全事故,鳥取市千代水4丁目,2015/3/13,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.1924119,35.51701642
全事故,境港市外江町,2015/3/13,普通乗用×普通乗用,軽傷事故,車両相互,境港署,133.2060365,35.52846992
全事故,八頭郡智頭町大字市瀬,2015/3/22,軽乗用×軽乗用,軽傷事故,車両相互,智頭署,134.2268453,35.27803142
全事故,東伯郡三朝町大瀬,2015/3/22,普通乗用×普通乗用,軽傷事故,車両相互,倉吉署,133.8664864,35.40782291
全事故,倉吉市清谷町２丁目,2015/3/22,軽乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.845657,35.47456305
全事故,境港市外江町,2015/3/22,普通乗用×軽乗用,軽傷事故,車両相互,境港署,133.2124824,35.52465319
全事故,東伯郡北栄町東園,2015/3/17,軽乗用×普通乗用,軽傷事故,車両相互,倉吉署,133.7807695,35.48715533
全事故,倉吉市上余戸,2015/3/27,普通乗用×自転車,死亡事故,車両相互,倉吉署,133.8532615,35.43352846
全事故,米子市上後藤七丁目,2014/11/21,軽乗用×普通乗用,重傷事故,車両相互,米子署,133.312404,35.45063366
全事故,米子市角盤町二丁目,2014/11/30,普通貨物×歩行者,重傷事故,人対車両,米子署,133.3320927,35.43312374
全事故,米子市上後藤六丁目,2014/12/10,軽乗用×歩行者,重傷事故,人対車両,米子署,133.3111748,35.44786329
全事故,米子市旗ヶ崎二丁目,2014/12/10,普通乗用×自転車,重傷事故,車両相互,米子署,133.3188749,35.4352725
全事故,米子市新山,2014/10/10,普通乗用×軽貨物,重傷事故,車両相互,米子署,133.3301109,35.39314083
全事故,米子市東福原六丁目,2015/2/28,軽乗用×歩行者,軽傷事故,人対車両,米子署,133.3477885,35.44611798
全事故,米子市両三柳,2015/2/28,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.331873,35.45169174
全事故,西伯郡南部町落合,2015/3/20,大型貨物×普通乗用,軽傷事故,車両相互,米子署,133.3292242,35.33654359
全事故,米子市彦名町,2015/2/27,軽貨物×普通乗用,軽傷事故,車両相互,米子署,133.2920013,35.44695792
全事故,境港市竹内町,2015/2/27,普通乗用×自転車,軽傷事故,車両相互,境港署,133.2365592,35.52214997
全事故,米子市道笑町4丁目,2015/3/25,普通乗用×自転車,軽傷事故,車両相互,米子署,133.3462758,35.42359091
全事故,米子市東福原１丁目,2015/3/26,軽乗用×軽乗用,軽傷事故,車両相互,米子署,133.3436659,35.43713356
全事故,米子市西福原五丁目,2015/3/30,普通乗用×歩行者,軽傷事故,人対車両,米子署,133.3423217,35.44416387
全事故,境港市渡町,2015/3/24,軽乗用×普通乗用,軽傷事故,車両相互,境港署,133.2093989,35.52123159
全事故,境港市明治町,2015/3/24,普通乗用×歩行者,重傷事故,人対車両,境港署,133.2271413,35.54349136
死亡事故,倉吉市上余戸,2015/3/27,普通乗用×自転車,死亡事故,車両相互,倉吉署,133.8532615,35.43352846
自転車事故,鳥取市湯所町2丁目,2015/3/4,普通乗用×自転車,軽傷事故,車両相互,鳥取署,134.2293839,35.51086907
自転車事故,鳥取市湖山町西１丁目,2015/3/8,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.1707582,35.52297714
自転車事故,鳥取市職人町,2015/3/3,普通乗用×自転車,重傷事故,車両相互,鳥取署,134.2337064,35.49916947
自転車事故,鳥取市富安1丁目,2015/3/14,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.2258264,35.49045425
自転車事故,鳥取市千代水4丁目,2015/3/13,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.1924119,35.51701642
自転車事故,東伯郡北栄町西園,2015/2/23,普通乗用×自転車,重傷事故,車両相互,倉吉署,133.7661368,35.48982148
自転車事故,倉吉市上余戸,2015/3/27,普通乗用×自転車,死亡事故,車両相互,倉吉署,133.8532615,35.43352846
自転車事故,米子市旗ヶ崎二丁目,2014/12/10,普通乗用×自転車,重傷事故,車両相互,米子署,133.3188749,35.4352725
自転車事故,米子市明治町,2015/3/16,軽乗用×自転車,軽傷事故,車両相互,米子署,133.3340713,35.42448546
自転車事故,米子市道笑町4丁目,2015/3/25,普通乗用×自転車,軽傷事故,車両相互,米子署,133.3462758,35.42359091
自転車事故,境港市湊町,2015/2/6,自転車×歩行者,軽傷事故,人対車両,境港署,133.2301242,35.53993432
自転車事故,境港市竹内町,2015/2/27,普通乗用×自転車,軽傷事故,車両相互,境港署,133.2365592,35.52214997
歩行者事故,鳥取市湖山町東4丁目,2014/12/25,軽乗用×歩行者,重傷事故,人対車両,鳥取署,134.191967,35.5161354
歩行者事故,鳥取市湖山町南5丁目,2015/2/3,軽乗用×歩行者,軽傷事故,人対車両,鳥取署,134.1689716,35.51967808
歩行者事故,岩美郡岩美町浦富,2015/3/7,軽乗用×歩行者,軽傷事故,人対車両,鳥取署,134.3331517,35.57364577
歩行者事故,鳥取市富安1丁目,2015/3/23,普通乗用×歩行者×歩行者,軽傷事故,人対車両,鳥取署,134.2263718,35.48949577
歩行者事故,鳥取市湖山町東2丁目,2015/2/24,軽乗用×歩行者,重傷事故,人対車両,鳥取署,134.1862644,35.51728378
歩行者事故,米子市西町,2015/2/15,軽乗用×歩行者,軽傷事故,人対車両,米子署,133.3269023,35.42878781
歩行者事故,米子市角盤町二丁目,2014/11/30,普通貨物×歩行者,重傷事故,人対車両,米子署,133.3320927,35.43312374
歩行者事故,米子市上後藤六丁目,2014/12/10,軽乗用×歩行者,重傷事故,人対車両,米子署,133.3111748,35.44786329
歩行者事故,米子市東福原六丁目,2015/2/28,軽乗用×歩行者,軽傷事故,人対車両,米子署,133.3477885,35.44611798
歩行者事故,米子市西福原五丁目,2015/3/30,普通乗用×歩行者,軽傷事故,人対車両,米子署,133.3423217,35.44416387
歩行者事故,境港市湊町,2015/2/6,自転車×歩行者,軽傷事故,人対車両,境港署,133.2301242,35.53993432
歩行者事故,境港市日ノ出町,2015/3/7,普通乗用×軽貨物×歩行者,重傷事故,車両相互,境港署,133.2306115,35.54441962
歩行者事故,境港市明治町,2015/3/24,普通乗用×歩行者,重傷事故,人対車両,境港署,133.2271413,35.54349136
全事故,東伯郡湯梨浜町大字園,2014/12/12,普通乗用×軽乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.9339318,35.50657042
全事故,西伯郡南部町法勝寺,2015/1/6,軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.3249421,35.341312
全事故,東伯郡北栄町東園,2015/1/26,大型貨物×軽乗用,軽傷事故,車両相互,倉吉署,133.7841497,35.48716443
全事故,米子市二本木,2015/2/9,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.3935084,35.45132828
全事故,米子市尾高,2015/2/21,普通乗用×歩行者,重傷事故,人対車両,米子署,133.4042576,35.42257172
全事故,米子市河崎,2015/3/4,軽乗用×軽乗用,軽傷事故,車両相互,米子署,133.3120489,35.46448629
全事故,東伯郡琴浦町大字赤碕,2015/3/10,軽乗用×軽乗用,軽傷事故,車両相互,八橋署,133.635157,35.51343106
全事故,鳥取市青谷町青谷,2015/3/14,普通乗用×軽乗用,軽傷事故,車両相互,浜村署,134.0212878,35.5148196
全事故,鳥取市末広温泉町,2015/3/9,普通乗用×原付,軽傷事故,車両相互,鳥取署,134.2315258,35.49559607
全事故,倉吉市東鴨新町,2015/3/19,普通乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.8094173,35.40904864
全事故,米子市両三柳,2015/3/23,軽貨物×軽乗用,軽傷事故,車両相互,米子署,133.3154778,35.4499148
全事故,鳥取市長谷,2015/3/28,軽貨物×軽乗用,重傷事故,車両相互,鳥取署,134.2034443,35.43381837
全事故,西伯郡日吉津村日吉津,2015/3/28,普通乗用×普通乗用,軽傷事故,車両相互,米子署,133.3854203,35.4453946
全事故,米子市米原5丁目,2015/3/28,普通乗用×歩行者,軽傷事故,人対車両,米子署,133.3285705,35.44514124
全事故,西伯郡伯耆町溝口,2015/3/22,普通乗用×軽乗用,重傷事故,車両相互,黒坂署,133.4351066,35.34224871
全事故,鳥取市秋里,2015/3/27,普通乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.2125775,35.51818855
全事故,米子市両三柳,2015/3/27,軽乗用×歩行者,軽傷事故,人対車両,米子署,133.3218672,35.45580083
全事故,米子市加茂町二丁目,2015/3/20,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.3293483,35.42718544
全事故,鳥取市南隈,2015/3/25,普通乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.2025549,35.52076976
全事故,東伯郡湯梨浜町大字田後,2015/3/25,普通乗用×普通乗用,軽傷事故,車両相互,倉吉署,133.847342,35.47968875
全事故,西伯郡日吉津村大字日吉津,2015/3/25,普通乗用×自転車,重傷事故,車両相互,米子署,133.3837332,35.4500215
全事故,鳥取市東品治町,2015/3/26,普通乗用×歩行者,重傷事故,人対車両,鳥取署,134.22394,35.49498482
全事故,米子市新開7丁目,2015/3/26,普通乗用×自転車,軽傷事故,車両相互,米子署,133.3393661,35.45594901
全事故,東伯郡北栄町由良宿,2015/3/30,軽乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.7559789,35.49165714
全事故,米子市両三柳,2015/3/30,軽貨物×普通乗用,軽傷事故,車両相互,米子署,133.3235537,35.44834384
全事故,米子市錦町三丁目,2015/3/30,軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.3287698,35.43731848
全事故,境港市竹内町,2015/3/30,軽乗用×普通貨物×軽乗用,軽傷事故,車両相互,境港署,133.2321891,35.52184267
全事故,米子市上福原三丁目,2015/3/24,普通乗用×普通乗用×軽貨物,軽傷事故,車両相互,米子署,133.3528016,35.44745393
全事故,日野郡江府町大字江尾,2015/4/20,軽乗用×普通貨物,軽傷事故,車両相互,高速隊,133.5197955,35.29197302
全事故,東伯郡三朝町大字穴鴨,2015/4/20,軽乗用×物件等,重傷事故,車両単独,倉吉署,133.8335077,35.32540388
全事故,米子市諏訪,2015/4/20,軽貨物×普通乗用,軽傷事故,車両相互,米子署,133.384442,35.39516026
全事故,鳥取市元町,2015/4/1,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.2292988,35.49877795
全事故,東伯郡三朝町山田,2015/4/1,軽乗用×歩行者,軽傷事故,人対車両,倉吉署,133.8880241,35.4127529
全事故,西伯郡大山町所子,2015/4/1,普通乗用×歩行者,重傷事故,人対車両,八橋署,133.4629927,35.48004735
全事故,米子市車尾南二丁目,2015/4/1,軽乗用×軽乗用,軽傷事故,車両相互,米子署,133.3609061,35.42807814
全事故,鳥取市千代水２丁目,2015/3/31,軽乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.2006,35.51672816
全事故,鳥取市嶋,2015/3/31,普通貨物×自転車,軽傷事故,車両相互,鳥取署,134.1915419,35.49390651
全事故,東伯郡琴浦町大字八橋,2015/3/31,軽乗用×軽乗用,軽傷事故,車両相互,八橋署,133.681284,35.50379868
全事故,東伯郡琴浦町大字浦安,2015/3/31,軽乗用×自転車,軽傷事故,車両相互,八橋署,133.699043,35.4857806
全事故,鳥取市南隈,2015/3/29,軽乗用×普通乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.2003132,35.52118221
全事故,米子市蚊屋,2015/3/29,軽貨物×軽乗用,軽傷事故,車両相互,米子署,133.3863537,35.42361461
全事故,鳥取市徳尾,2015/4/3,軽貨物×普通貨物,軽傷事故,車両相互,鳥取署,134.2023586,35.49852801
全事故,鳥取市安長,2015/4/4,軽乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.2026916,35.51328377
全事故,鳥取市吉方町2丁目,2015/4/11,軽乗用×軽貨物,軽傷事故,車両相互,鳥取署,134.2385843,35.49211872
全事故,鳥取市古海,2015/4/11,軽乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.2041155,35.49814063
全事故,米子市義方町,2015/4/11,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.3250967,35.43876798
全事故,鳥取市南吉方3丁目,2015/4/10,普通乗用×自転車,軽傷事故,車両相互,鳥取署,134.244442,35.48637372
全事故,米子市車尾二丁目,2015/4/10,普通乗用×普通乗用,軽傷事故,車両相互,米子署,133.3622172,35.43318392
全事故,米子市八幡,2015/4/10,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.3788424,35.39816521
全事故,米子市糀町一丁目,2015/4/10,軽乗用×普通乗用×普通乗用,軽傷事故,車両相互,米子署,133.339451,35.42858441
全事故,境港市小篠津町,2015/4/10,軽乗用×軽乗用×軽乗用,軽傷事故,車両相互,境港署,133.2362958,35.50550884
全事故,鳥取市雲山,2015/4/8,軽乗用×歩行者,重傷事故,人対車両,鳥取署,134.2394586,35.47996371
全事故,鳥取市田島,2015/4/8,普通乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.2162133,35.51157839
全事故,鳥取市気高町下坂本,2015/4/8,普通乗用×歩行者,死亡事故,人対車両,浜村署,134.0690075,35.49453225
全事故,鳥取市立川町６丁目,2015/4/9,軽乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.2491406,35.48772501
全事故,西伯郡南部町天萬,2015/4/9,普通乗用×普通乗用×軽貨物,軽傷事故,車両相互,米子署,133.3630378,35.37413407
全事故,鳥取市吉方温泉4丁目,2015/4/16,普通乗用×普通乗用,軽傷事故,車両相互,鳥取署,134.2393086,35.48757457
全事故,鳥取市卯垣,2015/4/12,軽貨物×歩行者,軽傷事故,人対車両,鳥取署,134.2534075,35.48724387
全事故,米子市両三柳,2015/4/12,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.3177684,35.46188655
全事故,鳥取市西品治,2015/2/19,普通乗用×軽乗用,軽傷事故,車両相互,鳥取署,134.2162932,35.50861332
全事故,鳥取市気高町下坂本,2015/4/21,軽乗用×軽貨物,重傷事故,車両相互,浜村署,134.0754354,35.50340158
全事故,東伯郡北栄町原,2015/4/21,普通乗用×自転車,軽傷事故,車両相互,倉吉署,133.7787719,35.47838299
全事故,西伯郡南部町阿賀,2015/4/21,普通乗用×普通乗用,軽傷事故,車両相互,米子署,133.3317289,35.36220491
全事故,鳥取市青谷町井手,2015/4/24,普通乗用×物件等,死亡事故,車両単独,浜村署,133.9834415,35.52177211
全事故,米子市錦町二丁目,2015/4/24,軽乗用×歩行者,重傷事故,人対車両,米子署,133.3288755,35.43725149
全事故,倉吉市昭和町2丁目,2015/4/6,普通乗用×軽乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.8374043,35.43563542
全事故,米子市米原三丁目,2015/4/6,軽乗用×普通乗用,軽傷事故,車両相互,米子署,133.3274961,35.44656638
全事故,倉吉市明治町,2015/4/7,普通乗用×自転車,軽傷事故,車両相互,倉吉署,133.8240541,35.43322303
全事故,東伯郡湯梨浜町大字園,2015/4/15,普通乗用×普通乗用,軽傷事故,車両相互,倉吉署,133.9264566,35.50574557
全事故,倉吉市上井,2015/4/14,軽貨物×普通乗用,軽傷事故,車両相互,倉吉署,133.8562855,35.4529207
全事故,米子市錦町三丁目,2015/4/14,軽乗用×自転車,軽傷事故,車両相互,米子署,133.3277252,35.44081666
全事故,東伯郡北栄町田井,2015/4/22,軽乗用×軽乗用,軽傷事故,車両相互,倉吉署,133.8161031,35.49865808
全事故,東伯郡湯梨浜町大字上浅津,2015/2/26,軽貨物×普通貨物,重傷事故,車両相互,倉吉署,133.8793098,35.48306806
全事故,西伯郡大山町御来屋,2015/4/29,軽乗用×軽乗用,重傷事故,車両相互,八橋署,133.4879669,35.50591001
全事故,西伯郡日吉津村日吉津,2015/4/5,軽乗用×軽乗用,軽傷事故,車両相互,米子署,133.3797524,35.4461158
全事故,米子市富益町,2015/4/5,普通乗用×普通乗用×普通乗用,軽傷事故,車両相互,米子署,133.2873012,35.47991565
全事故,境港市米川町,2015/4/5,普通乗用×歩行者,重傷事故,人対車両,境港署,133.2200482,35.53930082
全事故,西伯郡南部町上中谷,2015/4/17,普通乗用×軽乗用,軽傷事故,車両相互,米子署,133.3495144,35.27319404
全事故,米子市大谷町,2015/4/13,軽乗用×大型乗用,重傷事故,車両相互,米子署,133.3346044,35.41810362
全事故,米子市淀江町西原,2015/4/25,軽貨物×普通乗用,重傷事故,車両相互,米子署,133.4133338,35.45261565
全事故,米子市上後藤一丁目,2015/4/25,普通乗用×歩行者,軽傷事故,人対車両,米子署,133.320199,35.44392729
全事故,米子市冨士見町二丁目,2015/4/26,普通乗用×普通乗用×普通乗用,重傷事故,車両相互,米子署,133.3344947,35.43263842
全事故,境港市佐斐神町,2015/4/2,普通乗用×軽乗用×軽乗用,軽傷事故,車両相互,境港署,133.2568248,35.50511959
死亡事故,鳥取市青谷町井手,2015/4/24,普通乗用×物件等,死亡事故,車両単独,浜村署,133.9834415,35.52177211
死亡事故,鳥取市気高町下坂本,2015/4/8,普通乗用×歩行者,死亡事故,人対車両,浜村署,134.0690075,35.49453225
自転車事故,鳥取市湯所町2丁目,2015/3/4,普通乗用×自転車,軽傷事故,車両相互,鳥取署,134.2293839,35.51086907
自転車事故,鳥取市湖山町西１丁目,2015/3/8,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.1707582,35.52297714
自転車事故,鳥取市職人町,2015/3/3,普通乗用×自転車,重傷事故,車両相互,鳥取署,134.2337064,35.49916947
自転車事故,鳥取市富安1丁目,2015/3/14,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.2258264,35.49045425
自転車事故,鳥取市千代水4丁目,2015/3/13,軽乗用×自転車,軽傷事故,車両相互,鳥取署,134.1924119,35.51701642
自転車事故,東伯郡北栄町西園,2015/2/23,普通乗用×自転車,重傷事故,車両相互,倉吉署,133.7661368,35.48982148
自転車事故,倉吉市上余戸,2015/3/27,普通乗用×自転車,死亡事故,車両相互,倉吉署,133.8532615,35.43352846
自転車事故,米子市旗ヶ崎二丁目,2014/12/10,普通乗用×自転車,重傷事故,車両相互,米子署,133.3188749,35.4352725
自転車事故,米子市明治町,2015/3/16,軽乗用×自転車,軽傷事故,車両相互,米子署,133.3340713,35.42448546
自転車事故,米子市道笑町4丁目,2015/3/25,普通乗用×自転車,軽傷事故,車両相互,米子署,133.3462758,35.42359091
自転車事故,境港市湊町,2015/2/6,自転車×歩行者,軽傷事故,人対車両,境港署,133.2301242,35.53993432
自転車事故,境港市竹内町,2015/2/27,普通乗用×自転車,軽傷事故,車両相互,境港署,133.2365592,35.52214997
歩行者事故,鳥取市湖山町東4丁目,2014/12/25,軽乗用×歩行者,重傷事故,人対車両,鳥取署,134.191967,35.5161354
歩行者事故,鳥取市湖山町南5丁目,2015/2/3,軽乗用×歩行者,軽傷事故,人対車両,鳥取署,134.1689716,35.51967808
歩行者事故,岩美郡岩美町浦富,2015/3/7,軽乗用×歩行者,軽傷事故,人対車両,鳥取署,134.3331517,35.57364577
歩行者事故,鳥取市富安1丁目,2015/3/23,普通乗用×歩行者×歩行者,軽傷事故,人対車両,鳥取署,134.2263718,35.48949577
歩行者事故,鳥取市湖山町東2丁目,2015/2/24,軽乗用×歩行者,重傷事故,人対車両,鳥取署,134.1862644,35.51728378
歩行者事故,米子市西町,2015/2/15,軽乗用×歩行者,軽傷事故,人対車両,米子署,133.3269023,35.42878781
歩行者事故,米子市角盤町二丁目,2014/11/30,普通貨物×歩行者,重傷事故,人対車両,米子署,133.3320927,35.43312374
歩行者事故,米子市上後藤六丁目,2014/12/10,軽乗用×歩行者,重傷事故,人対車両,米子署,133.3111748,35.44786329
歩行者事故,米子市東福原六丁目,2015/2/28,軽乗用×歩行者,軽傷事故,人対車両,米子署,133.3477885,35.44611798
